Title,Location,Company,Salary,Rating,Summary,Description
"Bioinformatics Scientist/Senior Scientist, Immunology, ARDS...","South San Francisco, CA 94080",Genentech,None,4.1,You are able to define and lead a computational research program involving the creative analysis and integration of high dimensional datasets (e.g. single cell…,None
"Scientist III, Bioinformaticsnew","Austin, TX 73301 (St Edwards area)",Thermo Fisher Scientific,None,3.5,Effectively communicate results of computational analyses to biologists and others unfamiliar with bioinformatics tools.,None
Senior Bioinformatics and Computational Biology Scientist,"Marlborough, MA 01752 (Old Mitchell School area)",Quest Diagnostics,None,3.6,"The Senior Bioinformatics and Computational Biology Scientist will evaluate, develop, validate, implement and support new next-generation sequencing (NGS) data…",None
BIOINFORMATICS ANALYST,"New Orleans, LA",LSU Health Sciences Center New Orleans,None,3.1,"They will assist the Principal Investigator and Co-Investigators with summarization, analysis, visualization and organization of data for publication and assist…",None
Bioinformatics Pipeline Development Engineernew,"Menlo Park, CA 94025","Personalis, Inc",None,3.8,"Our pipelines provide the foundation for a wide range of cutting-edge applications in the immune-oncology space, including analysis of diagnostic and emerging…",None
Bioinformatics Scientist,"South San Francisco, CA 94080",3T Biosciences,None,None,Familiarity with computational methods to analyze single-cell RNA sequencing for differential gene expression analysis.Proficiency in programming in python.,None
"Bioinformatician, Seniornew","Bethesda, MD",Booz Allen Hamilton,None,3.9,"Experience with next generation sequencing, omics data analysis, and common open-source omics analysis tools and workflows.",None
Biomedical Library Information Scientistnew,United States,Abbvie,None,4.0,"Preferably a degree in natural sciences (Biology, Pharmacy, Medicine, Pharmacology, Biochemistry, Medicinal Chemistry), computational life science (such as…",None
Bioinformatics Support Scientist,"San Francisco, CA 94016","Agilent Technologies, Inc.",None,4.1,We’re looking for a highly motivated bioinformatics scientist to join our remote Genomics Support team to help provide customer support on Agilent’s NGS…,None
Bioinformatics Scientist/Software Engineernew,"Cambridge, MA",Beam Therapeutics,None,None,Familiarity with common bioinformatics tools for NGS data analysis and working with “omics” datasets.The individual in this position will play a key role in…,None
Computational Scientist,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"With proficiency in R, Linux and HPC, performs data analysis tasks on a variety of projects that include analysis, integration, interpretation and reporting of…",None
Senior Scientistnew,"Kansas City, KS 66160 (Rosedale area)",University of Kansas Medical Center,None,3.9,"Apply techniques such as tissue culture of trophoblasts, embryonic stem cell lines, recombinant DNA technologies, nucleic acid extraction, RT-PCR, protein…",None
RVB Bioinformatician,"Atlanta, GA",BRS,None,3.5,Develop new informatic approaches and optimize existing data analysis tools to improve viral genomics analysis.,None
Computational Immunology Scientist,"Rancho Dominguez, CA",DxTerity,None,4.5,"DxTerity is looking for a highly motivated, experienced computational biologist/data scientist with a strong immunology and expression analysis background to…",None
Bioinformatics Managernew,"Waltham, MA 02451",Bio-techne,None,3.1,"This position will be responsible for providing key bioinformatics, statistical and intellectual input into the analysis of qPCR, next generation sequencing,…",None
Bioinformatics Analystnew,"Phoenix, AZ 85006 (Central City area)",Banner Health,None,3.6,Must possess a strong knowledge as normally obtained through the completion of a bachelor's degree in a related business discipline or computer science.,None
BIOINFORMATICIAN Inew,"Birmingham, AL 35294",University of Alabama at Birmingham,None,4.1,This individual will perform this work in coordination with study investigators and other computational scientists from the UAB School of Medicine Center for…,None
Bioinformatics Specialist,"Lemont, IL 60439",Argonne National Laboratory,None,4.3,"Minimum PhD in bioinformatics, computer science, or biology.Additionally should create new strategies to scale existing techniques to leadership computing…",None
Bioinformatics Software Engineernew,"Dover, DE 19901",Thermo Fisher Scientific,None,3.5,Develop pipelines for NGS analysis and other bioinformatics workflows.Proficiency in building and maintaining NGS or other bioinformatics analysis pipelines.,None
Agricultural Science Research Technician (Bioinformatics)new,"Leetown, WV",US Agricultural Research Service,"$49,157 - $70,775 a year",None,"Related degrees may include computer science, physical science, biological science, mathematics, or statistics.Maintains an orderly computational environment.",None
Computational Biology Postdoctoral Position to Model Metabol...,United States,Carnegie Institution,None,None,"Qualified candidates must have a Ph.D. in Bioinformatics, Computational Biology, Biomedical Engineering, Biology, Plant biology, Microbiology, Systems Biology,…",None
"Computational Scientist, Immunobiology Center (Chowell Lab)","New York, NY 10029 (East Harlem area)",Mount Sinai,None,3.8,"Applicants must have a master in a relevant discipline such as data scient, machine learning, computational biology, bioinformatics, computer science.",None
"Scientist/Senior Scientist, Computational Biology","Cambridge, MA",Tango Therapeutics,None,None,Define appropriate computational approaches and upgrade bioinformatic pipelines for Tango's cutting-edge high-throughput CRISPR screening data analysis.,None
Bioinformatics Analyst,"Atlanta, GA 30322",Emory University,None,4.1,"Two years of experience in bioinformatics and/or computational chemistry.Maintains software, hardware and the network in a bioinformatics setting or molecular…",None
"Research Scientist, Bioinformatics","Foster City, CA",Gilead Sciences,None,3.6,The Department of Clinical Bioinformatics at Gilead is seeking a highly motivated clinical data scientist to lead clinical data analysis.,None
"Scientist/Senior Scientist, Bioinformatics & Computational B...","Boston, MA",Ascidian Therapeutics,None,None,Postdoctoral experience in bioinformatics or biology.Interrogate processed NGS data through plotting and statistical analysis.Ability to code in R.,None
"Senior Scientist, Bioinformatics, Oncology R&D","Waltham, MA 02451",AstraZeneca,None,4.1,"Technical expertise in either bioinformatics, computational biology, biostatistics, mathematical modelling, data science or knowledge engineering.",None
Research Area Specialist Assocnew,"Ann Arbor, MI 48109",University of Michigan,None,4.3,To collaborate with a multi-disciplinary team to advance computational analysis in various projects (eg. imaging and single cell analysis in cancer or pregnancy…,None
Research Statistical Analyst (Bioinformatics and Biostatisti...,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"Experience performing analysis on data produced from NGS systems (DNA-seq, RNA-seq, ChIP-seq, Bisulfite sequencing, etc.), maintaining, benchmarking, and…",None
Computational Biologist Research Scientist,"San Francisco Bay Area, CA",Lawrence Berkeley National Laboratory,None,4.2,"You will also support KBase Help Desk, and work with KBase Users to advance their science through data analysis, co-authored publications, and joint grant…",None
Scientist/Senior Scientist Computational Biology,"Cambridge, MA",Celsius Therapeutics,None,None,"The individual will use internal and external datasets, including next generation single cell sequencing data, to develop and implement innovative analysis…",None
Bioinformatician,"Boston, MA",Harvard University,None,4.3,Deep passion for science and for the promise of gene therapy as a therapeutic modality.First-generation gene therapy vectors lack optimal regulatory elements…,None
Tenure-Earning Assistant/Associate Member Bioinformatics,"Tampa, FL 33612",H. Lee Moffitt Cancer Center,None,4.0,"Credentials and Qualifications: Successful candidates must have a Ph.D. in biomedical informatics, bioinformatics, computational immunology, computer science,…",None
Bioinformatics Analyst,"Lemont, IL 60439",Argonne National Laboratory,None,4.3,"Minimum bachelor’s degree in bioinformatics, computer science, or biology.Bioinformatics analysis techniques and tools (fluency in python or perl preferred).",None
Research Assistant I - Bioinformaticsnew,"Dallas, TX 75390 (Near East area)",UT Southwestern,None,3.9,"Performs more difficult scientific and medical research work in science area such as biology, chemistry, physics, or other related scientific field.",None
Staff Scientist - Molecular Biology & Bioinformatics (closes...new,"Bethesda, MD",Eunice Kennedy Shriver National Institute of Child...,None,None,"The ideal candidate should have a strong track record of achievements in molecular biology and bioinformatic analysis of eukaryotic protein synthesis, including…",None
Computational Biologist Research Scientist,"San Francisco Bay Area, CA",Lawrence Berkeley National Laboratory,None,4.2,"You will also support KBase Help Desk, and work with KBase Users to advance their science through data analysis, co-authored publications, and joint grant…",None
Bioinformatics Support Scientist,"San Francisco, CA 94016","Agilent Technologies, Inc.",None,4.1,We’re looking for a highly motivated bioinformatics scientist to join our remote Genomics Support team to help provide customer support on Agilent’s NGS…,None
"SCIENTIST IN DIVISION OF ALLERGY, IMMUNOLOGY","Madison, WI 53706",University of Wisconsin–Madison,None,4.4,"The Singh Lab collaborates closely with other clinical and basic science laboratories.PhD or equivalent degree required, training related to microbiology,…",None
Scientist I,"Redwood City, CA",Karius,None,None,"Perform calculations, data analysis and visualization using a variety of bioinformatic tools.Experience with data visualization and analysis using e.g. python…",None
Computational Biologistnew,"Santa Clara, CA",Applied Materials Inc.,None,3.9,"Master’s degree in quantitative field (e.g. bioengineering, computer science, electrical engineering, physics, computational biology or related field).",None
Post-Doctoral Associate—Computational Proteomicsnew,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"He or she will apply computational, statistical and machine learning methods to advance the state of the art in proteomics; develop data analysis strategies,…",None
"Principal Scientist, Computational Biology","Cambridge, MA",SENDA Biosciences,None,None,"Foundational understanding of common methodologies employed in 'omics data analysis, especially metabolomics and metagenomics.",None
Bioinformatics Team Scientist,"Chicago, IL 60642 (Noble Square area)",Northwestern University,None,4.1,The Division of Nephrology at Northwestern University Feinberg School of Medicine seeks a full-time non-tenure-eligible Team Scientist at the rank of Assistant…,None
Staff Bioinformatics Support Scientist,Georgia,Illumina,None,3.6,"Collaborate with internal teams and customers on complex pre-sales engagements in partnership with Illumina sales personnel, including demos, discussions on…",None
"Bioinformatics Scientist, R&D","Austin, TX 73301 (St Edwards area)",Thermo Fisher Scientific,None,3.5,"You should have a solid knowledge of the next-generation sequencing analysis, background in statistics, understanding of data analysis principles as…",None
Associate Computational Biologist - Viral Genomicsnew,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Bachelor’s degree in computational biology, bioinformatics, or related field with 1+ years of experience in genomic analysis or Master's degree in computational…",None
Research Biologist Computational (Research Associate)new,"Fargo, ND",US Agricultural Research Service,"$64,649 - $84,049 a year",None,"Develop semi-autonomous, high-throughput processes for bioinformatics analysis of large datasets.Specialized experience is fulfilled by one or more of the…",None
"Scientist, Seniornew",Remote,Infor,None,3.7,"Performing exploratory data analysis to assess and communicate data quality, and to extract and share.Optimization solution pipeline, from ETL to data pre…",None
"Computational Scientist, Immunobiology Center (Chowell Lab)","New York, NY 10029 (East Harlem area)",Mount Sinai,None,3.8,"Applicants must have a master in a relevant discipline such as data scient, machine learning, computational biology, bioinformatics, computer science.",None
Field Bioinformatics Scientist - Southwestern US,"Salt Lake City, UT 84101 (People's Freeway area)",Thermo Fisher Scientific,None,3.5,"Possesses experience in two or more of the following fields: NGS sequencing analysis, genomics, genetics, gene expression analysis, sequence assembly, molecular…",None
"Scientist/Senior Scientist, Bioinformatics & Computational B...","Boston, MA",Ascidian Therapeutics,None,None,Postdoctoral experience in bioinformatics or biology.Interrogate processed NGS data through plotting and statistical analysis.Ability to code in R.,None
"Principal Research Associate/Scientist, Bioinformatics",Massachusetts,Vedanta Biosciences,None,None,Conceptualize and benchmark bioinformatic microbiome analysis workflows.We are looking for a bioinformatician/computational biologist to support the Research…,None
Computational Scientist,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"With proficiency in R, Linux and HPC, performs data analysis tasks on a variety of projects that include analysis, integration, interpretation and reporting of…",None
"Scientist I, R&D","Gaithersburg, MD 20877",GeneDx,None,2.7,"PhD or Master’s Degree with 1-3 years of experience in biology, biochemistry, and pharmaceutical-science related fields AND experience with nucleic acid…",None
Staff Scientist - Molecular Biology & Bioinformatics (closes...new,"Bethesda, MD",Eunice Kennedy Shriver National Institute of Child...,None,None,"The ideal candidate should have a strong track record of achievements in molecular biology and bioinformatic analysis of eukaryotic protein synthesis, including…",None
Bioinformatics Team Scientist,"Chicago, IL 60642 (Noble Square area)",Northwestern University,None,4.1,The Division of Nephrology at Northwestern University Feinberg School of Medicine seeks a full-time non-tenure-eligible Team Scientist at the rank of Assistant…,None
Bioinformatics Scientist,"South San Francisco, CA 94080",3T Biosciences,None,None,Familiarity with computational methods to analyze single-cell RNA sequencing for differential gene expression analysis.Proficiency in programming in python.,None
Bioinformatics Associate,"Irvine, CA (Business District area)",Zymo Research,None,4.1,Bioinformatics Associates run production pipelines on NGS data and collaborate in the development of data-analysis pipelines and reports for genome-wide Next…,None
Bioinformatics Support Scientist,"San Francisco, CA 94016","Agilent Technologies, Inc.",None,4.1,We’re looking for a highly motivated bioinformatics scientist to join our remote Genomics Support team to help provide customer support on Agilent’s NGS…,None
"POSTDOCTORAL ASSOCIATE, Boston University School of Medicine...","Boston, MA 02215 (Kenmore area)",Boston University,None,4.1,"Ph.D. or equivalent degree in bioinformatics, computational biology, biostatistics, statistics, or a related field within the past 5 years.",None
"Scientist/Senior Scientist, Computational Biology","Boston, MA",Dewpoint Therapeutics,None,None,"A Ph.D. in genomics, bioinformatics, computational/systems biology or a related field.Demonstrated ability to build strong working relationships that…",None
Associate Scientist,"South Plainfield, NJ 07080",Genewiz,None,3.4,"Related tasks include but are not limited to: PCR amplification, post-reaction preparations, sequencing data analysis, DNA transformation, restriction digest…",None
Research Scientist Inew,"Kearneysville, WV",Aperture,None,3.5,"The USGS EESC-PCG requires services to support collection, analysis and interpretation of conservation genetic and genomic data, and to summarize findings in a…",None
Bioinformatics and Computational Biology Staff Scientist,"Marlborough, MA 01752 (Old Mitchell School area)",Quest Diagnostics,None,3.6,"The Bioinformatics/ Computational Biology Staff Scientist will evaluate, develop, validate, and implement new next-generation sequencing (NGS) data analysis…",None
Computational Senior Scientist,"Boston, MA",Takeda Pharmaceuticals,None,3.7,"Theoretical knowledge of bioinformatics, computational biology; keeps current with emerging trends in bioinformatics and computational biology.",None
Biology Consultant,"Arlington, VA",Booz Allen Hamilton,None,3.9,"5+ years of experience with research in synthetic biology, molecular biology, biochemistry, bioinformatics, materials science, microbiology, or systems biology,…",None
"Field Applications Scientist, Next Generation Sequencing, Ce...",Remote,"New England Biolabs, Inc.",None,4.3,"Demonstrated proficiency and experience with the entire sequencing workflow, from sample preparation to bioinformatic analysis.",None
Bioinformatics Scientist,"Iselin, NJ 08830",Genosity,None,None,The ideal candidate should be able to perceive a problem clearly and dissect it into components which can be resolved programmatically.,None
"Sr. Scientist, Computational Biology","Cambridge, MA 02139 (Area IV area)",Foghorn Therapeutics,None,None,"Successful candidates should be scientifically motivated self-starters, comfortable working in a fast-paced entrepreneurial environment and keen on modeling…",None
Scientific Consultant / Field Application Scientist,"Lexington, MA 02421",Genedata,None,None,Knowledge of the drug discovery process and experience in the analysis of high-throughput screening data is preferred;A background in statistics is beneficial;,None
Bioinformatics Analyst,"Charlestown, MA 02129",Massachusetts General Hospital(MGH),None,4.3,"Strong programming skills and experience in computational data analysis (e.g. using any of Matlab, R, Java, Python, Perl, C++).",None
Scientist - Translational Bioinformatics,"Stamford, CT 06902 (Downtown area)",SEMA4,None,3.1,"Hands-on experience working with NGS tools with high proficiency, including for sequence analysis and expression analysis (such as co-expression network and…",None
Research Assoc I - 63032,"Philadelphia, PA 19146 (Graduate Hospital area)",Children's Hospital of Philadelphia,None,4.0,"D3b’s multi-disciplinary team brings together experts in basic science, precision medicine, bioinformatics and genomic research to provide innovative and…",None
"Senior Scientist, Computational Biology","Cambridge, MA 02142 (East Cambridge area)","Flagship Pioneering, Inc.",None,None,"The candidate has a strong background in human genetics and multi-omics data analysis, can use these data to support and generate testable hypotheses and models…",None
Research Scientist III (Bioinformatics),"Albany, NY","Health Research, Inc.",None,None,The Research Scientist III will create and implement bioinformatics pipelines for the analysis of next generation sequencing data from microbial and viral…,None
Bioinformatics and Computational Biology Staff Scientist,"Marlborough, MA 01752 (Old Mitchell School area)",Quest Diagnostics,None,3.6,"The Bioinformatics/ Computational Biology Staff Scientist will evaluate, develop, validate, and implement new next-generation sequencing (NGS) data analysis…",None
Bioinformatician-Computational Biologist Associate,"Ann Arbor, MI 48109",University of Michigan,None,4.3,"Typically process and analyze large and complex biological, clinical, and/or 'omics datasets using reproducible analysis approaches (e.g. analysis pipelines).",None
Postdoctoral Associate – Computational,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Proficiency with programming and scripting languages appropriate for scalable data analysis (e.g., Python, R, Unix, or the likes).",None
Epidemiologist I-Molecular,"San Diego, CA",County of San Diego,"$75,046 - $92,248 a year",4.1,"Consult and collaborate with multi-disciplinary personnel from Health and Human Services, other County departments, public and private community agencies, and…",None
Postdoctoral Fellow - Computational Biology,"Cambridge, MA 02142 (MIT area)",Broad Institute,None,4.0,"Prospective applicants should have made significant contributions to their area of study (computational biology, machine learning, statistics or related areas),…",None
Bioinformatics Analyst,"Charlestown, MA 02129",Massachusetts General Hospital(MGH),None,4.3,"Strong programming skills and experience in computational data analysis (e.g. using any of Matlab, R, Java, Python, Perl, C++).",None
"Scientist I / Scientist II, Computational Biology","South San Francisco, CA 94080",23andMe,None,3.9,We are looking for a quantitative scientist with extensive experience in computational biology and bioinformatics.,None
Computational Scientist - Bioinformatics,"Dallas, TX 75390 (Near East area)",UT Southwestern,None,3.9,Will consider demonstrated success in publishing computational science results in lieu of experience.Bachelor's degree in Computer Science or a related field…,None
Senior Computational Biologist,"Cambridge, MA",Pfizer,None,4.2,"The Senior Scientist will be accountable to and will work closely with lab-based biologists, computational biologists, and human geneticists within the Internal…",None
Sr. Staff scientistnew,"South San Francisco, CA 94080",Thermo Fisher Scientific,None,3.5,"Expert and hands-on experience in diagnostic molecular methods with expertise in technologies including qPCR, Sanger sequencing and fragment analysis.",None
Computational Scientist McCombs Inst Early Detect Cancernew,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"Performs data analysis tasks on a variety of projects that include analysis, integration, and interpretation of proteomics, metabolomics, immunoassay, and other…",None
Research Statistical Analyst (Bioinformatics and Biostatisti...,"Houston, TX 77030 (Medical Center Area area)",MD Anderson Cancer Center,None,4.1,"Experience performing analysis on data produced from NGS systems (DNA-seq, RNA-seq, ChIP-seq, Bisulfite sequencing, etc.), maintaining, benchmarking, and…",None
"Computational Scientist, Cellular and Tissue Genomics","South San Francisco, CA 94080",Genentech,None,4.1,"Experience in working with teams including biologists, technologists, and computational scientists is a plus.Deep understanding of computational approaches for…",None
"Senior Bioinformatics Staff Scientist, remote","Alameda, CA",Quest Diagnostics,None,3.6,Participate in resolving support requests for NGS analysis pipelines.Experienced in developing containerized workflows for genomic data analysis.,None
Bioinformatics Consultant,"Waltham, MA",Tribiosys,None,None,"Experience with MS, 2-D gel analysis and other proteomic analysis methods.Strong analytical skills with demonstrated expertise in bioinformatics, computational…",None
Research Scientist - Pharmacy Practice and Translational Res...,"Houston, TX",University of Houston,None,4.2,"In addition, the research scientist will participate in experiment design, data analysis, annual report preparation, and scholarly writing for publications and…",None
"Scientist, Bioinformatics","South San Francisco, CA 94080",Genentech,None,4.1,"Candidates with experience in immunology, multi-omics, cytometry informatics, multi-omic cytometry, bulk and single-cell RNA sequencing, gene signature…",None
Scientist I Computational Biologistnew,"Boston, MA 02210 (South Boston area)","Foundation Medicine, Inc.",None,3.7,"In cancer research, including a working understanding of computational approaches for cancer genome analysis.Work within an interdisciplinary team of molecular…",None
Bioinformatics Scientist I,"Coralville, IA 52241",Integrated DNA Technologies (IDT),None,None,"Utilizes mathematical and statistical analysis, and other software aids as needed.Programming and data analysis experience in a distributed Unix environment.",None
Associate Bioinformatics Scientist,"San Diego, CA",Illumina,None,3.6,"Work collaboratively with bioinformatics and research scientists across the organization in developing, improving and deploying bioinformatics tools.",None
Bioinformatics Analyst,"Charlestown, MA 02129",Massachusetts General Hospital(MGH),None,4.3,"Strong programming skills and experience in computational data analysis (e.g. using any of Matlab, R, Java, Python, Perl, C++).",None
Computational Biology Scientist II,"Lexington, MA 02421",Kaleido Biosciences,None,None,"The successful candidate will lead and execute computational biology analysis projects in collaboration with interdisciplinary teams of biologists, chemists and…",None
Associate Bioinformatics Scientist,"San Diego, CA",Illumina,None,3.6,"Work collaboratively with bioinformatics and research scientists across the organization in developing, improving and deploying bioinformatics tools.",None
Bioinformatics Analyst,"Miami, FL",University of Miami,None,4.1,"Generally applying existing pipelines to solve bioinformatics challenges, which includes troubleshooting, problem-solving, gathering requirements, analysis of…",None
"Scientist II/III, Biotherapeutics, Antibody Discoverynew","Ridgefield, CT 06877",Boehringer Ingelheim,None,4.1,"Demonstrated experience and knowledge of bioinformatics, DNA sequence analysis tools such as Sequencher, Vector NTI, Geneious or similar.",None
Research Scientist (Computational Biologist)new,"Foster City, CA",Gilead Sciences,None,3.6,"Working with internal colleagues to design and execute data analysis plans, summarize actionable findings to support both exploratory research and new drug…",None
